chr1	0	9959
chr1	9950	10602
chr1	10724	14333
chr1	14355	34143
chr1	24085	24202
chr1	34055	37279
chr1	39350	39449
chr1	39350	40663
chr1	40564	57647
chr1	57675	63431
chr1	63581	63975
chr1	64091	64552
chr1	65266	66607
chr1	66598	66919
chr1	68155	68779
chr1	69180	71933
chr1	72342	75945
chr1	75846	75945
chr1	75846	84818
chr1	84809	86371
chr1	86272	86371
chr1	86272	86750
chr1	87038	87586
chr1	87886	88349
chr1	89092	92085
chr1	92688	93123
chr1	93024	93123
chr1	94238	97936
chr1	97942	99334
chr1	100394	102528
chr1	102630	117082
chr1	118056	118732
chr1	118774	119820
chr1	121581	122341
chr1	122607	124692
chr1	124805	125598
chr1	126102	128312
chr1	128213	131441
chr1	131342	133501
chr1	132376	132639
chr1	137708	142214
chr1	140237	140316
chr1	142129	147916
chr1	148047	149415
chr1	149479	156091
chr1	156902	186694
chr1	186721	193961
chr1	193862	206446
chr1	193862	193961
chr1	197897	198029
chr1	206478	210001
chr1	208161	208217
chr1	210078	222322
chr1	210878	210917
chr1	218110	218149
chr1	222464	230464
chr1	230820	232157
chr1	232363	232782
chr1	233498	234201
chr1	234274	234545
chr1	234683	235774
chr1	235941	236611
chr1	236755	237726
chr1	238231	244091
chr1	244270	246227
chr1	246254	247018
chr1	247164	251541
chr1	251885	253136
chr1	253388	256274
chr1	256385	258821
chr1	258844	260436
chr1	261635	262348
chr1	262440	263113
chr1	263840	265238
chr1	264466	264512
chr1	265515	266574
chr1	266667	267167
chr1	267172	269608
chr1	269684	270082
chr1	270254	270422
chr1	270725	271093
chr1	271122	271380
chr1	272399	273021
chr1	273041	273341
chr1	273332	273666
chr1	274013	274348
chr1	274527	275290
chr1	275479	275654
chr1	275752	276267
chr1	276168	277552
chr1	276168	276296
chr1	279076	280306
chr1	280389	281055
chr1	281206	281817
chr1	281843	283149
chr1	283212	283777
chr1	283949	284843
chr1	284915	285296
chr1	285280	286684
chr1	286910	288679
chr1	288759	293069
chr1	293274	293711
chr1	293707	294260
chr1	294787	295612
chr1	295603	301129
chr1	301191	317855
chr1	309083	309142
chr1	317823	338525
chr1	338584	349758
chr1	349659	359009
chr1	349659	349758
chr1	359100	360829
chr1	360730	360829
chr1	360730	361296
chr1	361301	363743
chr1	363745	364639
chr1	365019	368444
chr1	368439	394894
chr1	373413	373465
chr1	394978	395435
chr1	395628	395906
chr1	396329	401787
chr1	401851	412561
chr1	410669	410748
chr1	413138	424233
chr1	415469	415545
chr1	424434	424896
chr1	425599	430525
chr1	427995	428054
chr1	430440	438342
chr1	433232	433380
chr1	438406	439566
chr1	439914	441247
chr1	441393	441638
chr1	441643	442000
chr1	442412	442809
chr1	443194	443805
chr1	443847	446043
chr1	446160	446761
chr1	446788	447064
chr1	447166	447639
chr1	447645	448567
chr1	448573	452156
