chr1	0	15483
chr1	5929	6176
chr1	16631	23386
chr1	23960	109378
chr1	43732	44042
chr1	109279	226404
chr1	137634	137790
chr1	226347	226628
chr1	228971	229285
chr1	231409	231776
chr1	231833	241355
chr1	241930	242795
chr1	242731	243382
chr1	243333	262891
chr1	262986	263315
chr1	263464	319445
chr1	319452	350338
chr1	350913	373824
chr1	353900	354026
chr1	374398	426577
chr1	427725	477815
chr1	430155	430270
chr1	477866	493078
chr1	495767	543733
chr1	544306	546599
chr1	546571	551094
chr1	550995	551277
chr1	551178	566371
chr1	567740	568004
chr1	568151	568591
chr1	569738	596993
chr1	587282	587408
chr1	597068	597434
chr1	597566	611852
chr1	612426	634228
chr1	633928	634228
chr1	634129	642564
chr1	642466	643859
chr1	643810	689639
chr1	689540	689758
chr1	689661	689863
chr1	690380	690720
chr1	690683	691769
chr1	691714	692306
chr1	692049	692377
chr1	692264	692591
chr1	692522	695721
chr1	695858	740238
chr1	701900	702046
chr1	740152	889011
chr1	888919	899809
chr1	899772	899987
chr1	899950	900196
chr1	900101	1067790
chr1	965658	965967
chr1	1068852	1069386
chr1	1069291	1150875
chr1	1151449	1226502
chr1	1226442	1227022
chr1	1227295	1227557
chr1	1227472	1227711
chr1	1227612	1227829
chr1	1227754	1279979
chr1	1280554	1374040
chr1	1374012	1377749
chr1	1379302	1395852
chr1	1396913	1413375
chr1	1413789	1414046
chr1	1413951	1451290
chr1	1451374	1451643
chr1	1451544	1454431
chr1	1454332	1457052
chr1	1456988	1457294
chr1	1457590	1495462
chr1	1496298	1551178
chr1	1551079	1552829
chr1	1552730	1556225
chr1	1556126	1557308
chr1	1557254	1623122
chr1	1623162	1793471
chr1	1716387	1716544
chr1	1793376	1794719
chr1	1794620	1909682
chr1	1855824	1855998
chr1	1910254	1918935
chr1	1918842	1936647
chr1	1936554	1967653
chr1	1967577	1969388
chr1	1969964	1990946
chr1	1990870	2037789
chr1	2038370	2055992
chr1	2056564	2093422
chr1	2093330	2167373
chr1	2139948	2140251
chr1	2167395	2167599
chr1	2167803	2175662
chr1	2176237	2245017
chr1	2246263	2320364
chr1	2320938	2367053
chr1	2354747	2355050
chr1	2366967	2487112
chr1	2385552	2385811
chr1	2487013	2488457
chr1	2488358	2497420
chr1	2497454	2532396
chr1	2532970	2561920
chr1	2564298	2564508
chr1	2564870	2565208
chr1	2565109	2565349
chr1	2565250	2565739
chr1	2566627	2566916
chr1	2567007	2596976
chr1	2597076	2597283
chr1	2597409	2597647
chr1	2597551	2678304
chr1	2678205	2687220
chr1	2688369	2708297
chr1	2708198	2735108
chr1	2708198	2708297
chr1	2708244	2708297
chr1	2735687	2775463
chr1	2775364	2790237
chr1	2791488	2797078
chr1	2798139	2910373
chr1	2827511	2827741
chr1	2910278	2926553
chr1	2927127	3093574
chr1	3093475	3222589
chr1	3222585	3253847
chr1	3253753	3254082
chr1	3253796	3254115
chr1	3254189	3256511
chr1	3257032	3257610
chr1	3259230	3299028
chr1	3298929	3299813
chr1	3299714	3334419
chr1	3334993	3450923
chr1	3450949	3453498
chr1	3453564	3454070
chr1	3454015	3454227
chr1	3454173	3454402
chr1	3454312	3456148
chr1	3456052	3456356
chr1	3456419	3496703
chr1	3496604	3497638
chr1	3497539	3530614
chr1	3530520	3530819
chr1	3530542	3530768
chr1	3530670	3531251
chr1	3531153	3531580
chr1	3531508	3539776
chr1	3539686	3539944
chr1	3539854	3552050
chr1	3553296	3598039
chr1	3598054	3599612
chr1	3599662	3638893
chr1	3639469	3720714
chr1	3720717	3791603
chr1	3792854	3801048
chr1	3806137	3806354
chr1	3806255	3911340
chr1	3847063	3847286
chr1	3905978	3906140
chr1	3911241	3911454
chr1	3916648	4005967
chr1	4005868	4043956
chr1	4044303	4044437
chr1	4044334	4045125
chr1	4045002	4045320
chr1	4045026	4045261
chr1	4045752	4046097
chr1	4046461	4046673
chr1	4049082	4053540
chr1	4054226	4085131
chr1	4085224	4085619
chr1	4086240	4086475
chr1	4087205	4087707
chr1	4090343	4148820
chr1	4148698	4148820
chr1	4148721	4202284
chr1	4202192	4202484
chr1	4202392	4238891
chr1	4238796	4387097
chr1	4387308	4391667
chr1	4391568	4391977
chr1	4391878	4402968
chr1	4403542	4419198
chr1	4419771	4448306
chr1	4448878	4456351
chr1	4456928	4528118
